Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	Ensembl ID
S100a13	current symbol	MGI:109581	3	+	90421742	90431888	ENSMUSG00000042312
S100a6	current symbol	MGI:1339467	3	+	90520189	90531488	ENSMUSG00000001025
S100a7a	current symbol	MGI:2687194	3	+	90561609	90565437	ENSMUSG00000063767
S1pr1	current symbol	MGI:1096355	3	-	115504082	115508704	ENSMUSG00000045092
S1pr2	current symbol	MGI:99569	9	-	20877248	20888089	ENSMUSG00000043895
S1pr3	current symbol	MGI:1339365	13	+	51562675	51576833	ENSMUSG00000067586
Saa3	current symbol	MGI:98223	7	-	46361422	46365100	ENSMUSG00000040026
Saal1	current symbol	MGI:1926185	7	-	46336581	46360085	ENSMUSG00000006763
Sac3d1	current symbol	MGI:1913656	19	-	6166030	6168680	ENSMUSG00000024790
Sacm1l	current symbol	MGI:1933169	9	+	123358824	123421665	ENSMUSG00000025240
Sae1	current symbol	MGI:1929264	7	-	16054159	16121731	ENSMUSG00000052833
Safb	current symbol	MGI:2146974	17	+	56891982	56913294	ENSMUSG00000071054
Safb	zebrafish symbol	MGI:2146808	17	-	56867965	56891585	ENSMUSG00000042625
Safb2	current symbol	MGI:2146808	17	-	56867965	56891585	ENSMUSG00000042625
Sall2	current symbol	MGI:1354373	14	-	52548634	52566127	ENSMUSG00000049532
Samd1	current symbol	MGI:2142433	8	+	84724145	84727044	ENSMUSG00000079003
Samd4b	current symbol	MGI:2448542	7	-	28098947	28135616	ENSMUSG00000109336
Samd9l	current symbol	MGI:1343184	6	-	3372257	3399571	ENSMUSG00000047735
Samhd1	current symbol	MGI:1927468	2	-	156939454	156977016	ENSMUSG00000027639
Samm50	current symbol	MGI:1915903	15	+	84076441	84100284	ENSMUSG00000022437
Sap130	current symbol	MGI:1919782	18	+	31767424	31856114	ENSMUSG00000024260
Sap130	synonym	MGI:1289341	8	-	111537123	111573578	ENSMUSG00000033732
Sap18	current symbol	MGI:1277978	14	+	58035646	58042437	ENSMUSG00000021963
Sap18	human symbol	MGI:3704317	8	+	96551974	96552762	ENSMUSG00000061104
Sap30	current symbol	MGI:1929129	8	-	57935740	57940874	ENSMUSG00000031609
Sap30l	current symbol	MGI:1354709	11	+	57692463	57701043	ENSMUSG00000020519
Sar1a	rat symbol	MGI:97831	10	+	61484400	61509944	ENSMUSG00000020089
Sar1a	current symbol	MGI:98230	10	+	61516096	61529076	ENSMUSG00000020088
Sar1b	current symbol	MGI:1913647	11	+	51654514	51682752	ENSMUSG00000020386
Sardh	current symbol	MGI:2183102	2	-	27078405	27138344	ENSMUSG00000009614
Sart1	current symbol	MGI:1309453	19	-	5427551	5438731	ENSMUSG00000039148
Sart3	current symbol	MGI:1858230	5	-	113880505	113910461	ENSMUSG00000018974
Sash1	current symbol	MGI:1917347	10	-	8597983	8761814	ENSMUSG00000015305
Sat1	current symbol	MGI:98233	X	-	153996128	153999445	ENSMUSG00000025283
Sat1	synonym	MGI:2385894	5	-	108817744	108823435	ENSMUSG00000046959
Sat1	human synonym	MGI:2145895	15	-	96469299	96540794	ENSMUSG00000023169
Sav1	current symbol	MGI:1927144	12	-	70011786	70033776	ENSMUSG00000021067
Sbds	current symbol	MGI:1913961	5	-	130274573	130284371	ENSMUSG00000025337
Sbf2	current symbol	MGI:1921831	7	-	109907220	110214129	ENSMUSG00000038371
Sbsn	current symbol	MGI:2446326	7	+	30450896	30455559	ENSMUSG00000046056
Scaf1	synonym	MGI:106015	17	-	83809346	83821762	ENSMUSG00000024248
Scaf1	current symbol	MGI:2141980	7	-	44652372	44665537	ENSMUSG00000038406
Scaf11	current symbol	MGI:1919443	15	-	96309580	96358695	ENSMUSG00000033228
Scaf4	current symbol	MGI:2146350	16	-	90022568	90081391	ENSMUSG00000022983
Scaf8	current symbol	MGI:1925212	17	+	3165247	3249134	ENSMUSG00000046201
Scai	current symbol	MGI:2443716	2	-	38956226	39080746	ENSMUSG00000035236
Scamp1	current symbol	MGI:1349480	13	-	94337818	94422339	ENSMUSG00000021687
Scamp2	current symbol	MGI:1346518	9	+	57468226	57496078	ENSMUSG00000040188
Scamp3	rat symbol	MGI:1098669	3	+	89072102	89084228	ENSMUSG00000068917
Scamp3	current symbol	MGI:1346346	3	+	89084780	89090072	ENSMUSG00000028049
Scamp5	current symbol	MGI:1928948	9	-	57348610	57375343	ENSMUSG00000040722
Scap	current symbol	MGI:2135958	9	+	110162356	110214017	ENSMUSG00000032485
Scap	human synonym	MGI:1351596	3	+	87754062	87763029	ENSMUSG00000028071
Scaper	current symbol	MGI:1925976	9	-	55457163	55845403	ENSMUSG00000034007
Scara3	current symbol	MGI:2444418	14	-	66156843	66191384	ENSMUSG00000034463
Scara5	current symbol	MGI:1918395	14	+	65903852	66002275	ENSMUSG00000022032
Scarb1	current symbol	MGI:893578	5	-	125354151	125418158	ENSMUSG00000037936
Scarb2	current symbol	MGI:1196458	5	-	92589170	92653516	ENSMUSG00000029426
Sccpdh	current symbol	MGI:1924486	1	+	179495796	179514754	ENSMUSG00000038936
Scd1	current symbol	MGI:98239	19	-	44382889	44396148	ENSMUSG00000037071
Scd1	human synonym	MGI:98240	19	+	44282115	44295303	ENSMUSG00000025203
Scd1	human synonym	MGI:1353437	19	+	44191727	44232455	ENSMUSG00000025202
Scd1	human synonym	MGI:2670997	19	+	44321765	44335182	ENSMUSG00000050195
Scd2	current symbol	MGI:98240	19	+	44282115	44295303	ENSMUSG00000025203
Scel	current symbol	MGI:1891228	14	+	103750778	103850233	ENSMUSG00000022123
Scfd2	current symbol	MGI:2443446	5	-	74365477	74692420	ENSMUSG00000062110
Sclt1	current symbol	MGI:1914411	3	-	41581155	41696949	ENSMUSG00000059834
Scn1b	current symbol	MGI:98247	7	-	30815949	30826428	ENSMUSG00000019194
Scn3b	current symbol	MGI:1918882	9	+	40180513	40202914	ENSMUSG00000049281
Scnm1	current symbol	MGI:1341284	3	-	95037030	95041285	ENSMUSG00000092607
Scoc	current symbol	MGI:1927654	8	-	84161121	84185055	ENSMUSG00000063253
Scp2	synonym	MGI:1098748	10	+	126814586	126835844	ENSMUSG00000078429
Scp2	current symbol	MGI:98254	4	-	107901027	108002168	ENSMUSG00000028603
Scp2	synonym	MGI:2149828	11				
Scp2	human synonym	MGI:1933281	2	-	177987086	178049478	ENSMUSG00000060445
Scrn1	current symbol	MGI:1917188	6	-	54478158	54543474	ENSMUSG00000019124
Scrn3	current symbol	MGI:1921866	2	+	73142980	73168158	ENSMUSG00000008226
Scyl1	human synonym	MGI:98259	11	+	81926403	81928278	ENSMUSG00000035385
Scyl1	current symbol	MGI:1931787	19	-	5808450	5821461	ENSMUSG00000024941
Sdad1	current symbol	MGI:2140779	5	-	92431869	92457883	ENSMUSG00000029415
Sdc1	current symbol	MGI:1349162	12	+	8821396	8843716	ENSMUSG00000020592
Sdc2	current symbol	MGI:1349165	15	+	32920869	33034867	ENSMUSG00000022261
Sdc3	current symbol	MGI:1349163	4	+	130519848	130553629	ENSMUSG00000025743
Sdcbp	current symbol	MGI:1337026	4	+	6365654	6396122	ENSMUSG00000028249
Sdccag3	old symbol	MGI:1915362	2	-	26272814	26279328	ENSMUSG00000026927
Sdf2	current symbol	MGI:108019	11	+	78136817	78146310	ENSMUSG00000002064
Sdf4	current symbol	MGI:108079	4	+	156077329	156098067	ENSMUSG00000029076
Sdha	current symbol	MGI:1914195	13	-	74470374	74498359	ENSMUSG00000021577
Sdhaf1	current symbol	MGI:1915582	7	-	30020834	30021800	ENSMUSG00000074211
Sdhaf2	current symbol	MGI:1913322	19	-	10477876	10502573	ENSMUSG00000024668
Sdhb	current symbol	MGI:1914930	4	+	140688582	140706509	ENSMUSG00000009863
Sdhc	current symbol	MGI:1913302	1	-	170956726	170978209	ENSMUSG00000058076
Sdpr	old symbol	MGI:99513	1	+	51328285	51342119	ENSMUSG00000045954
Sdsl	zebrafish symbol	MGI:98270	5	+	120614612	120621997	ENSMUSG00000029597
Sdsl	current symbol	MGI:2182607	5	-	120596251	120610875	ENSMUSG00000029596
Sec11a	current symbol	MGI:1929464	7	-	80565125	80597295	ENSMUSG00000025724
Sec14l1	current symbol	MGI:1921386	11	+	117005994	117050094	ENSMUSG00000020823
Sec14l2	current symbol	MGI:1915065	11	-	4047039	4068729	ENSMUSG00000003585
Sec16a	current symbol	MGI:2139207	2	-	26299443	26335228	ENSMUSG00000026924
Sec22b	current symbol	MGI:1338759	3	+	97808543	97829634	ENSMUSG00000027879
Sec23a	current symbol	MGI:1349635	12	-	59005170	59058803	ENSMUSG00000020986
Sec23b	current symbol	MGI:1350925	2	+	144398165	144432673	ENSMUSG00000027429
Sec23ip	current symbol	MGI:2450915	7	+	128346667	128386560	ENSMUSG00000055319
Sec24b	current symbol	MGI:2139764	3	-	129776408	129855202	ENSMUSG00000001052
Sec24c	current symbol	MGI:1919746	14	+	20724376	20744920	ENSMUSG00000039367
Sec31a	current symbol	MGI:1916412	5	-	100509508	100564093	ENSMUSG00000035325
Sec61a1	current symbol	MGI:1858417	6	-	88480589	88495782	ENSMUSG00000030082
Sec61a2	current symbol	MGI:1931071	2	-	5875798	5900243	ENSMUSG00000025816
Sec61b	human symbol	MGI:3642323	13	-	98625867	98626349	ENSMUSG00000092116
Sec61b	current symbol	MGI:1913462	4	+	47474661	47483233	ENSMUSG00000053317
Sec61g	current symbol	MGI:1202066	11	-	16451638	16458484	ENSMUSG00000078974
Sec61g	human symbol	MGI:3782360	10	+	89714112	89714435	
Sec61g	human symbol	MGI:3649592	1	-	60561998	60562225	ENSMUSG00000081562
Sec61g	human symbol	MGI:3651892	4	-	120978071	120978493	ENSMUSG00000082891
Sec62	current symbol	MGI:1916526	3	+	30847025	30875412	ENSMUSG00000027706
Sec63	current symbol	MGI:2155302	10	+	42637492	42708510	ENSMUSG00000019802
Secisbp2l	current symbol	MGI:1917604	2	-	125578906	125624790	ENSMUSG00000035093
Seh1l	rat synonym	MGI:1918049	18	+	67933177	68018241	ENSMUSG00000024542
Seh1l	current symbol	MGI:1919374	18	+	67907946	67928557	ENSMUSG00000079614
Selk	old symbol	MGI:1931466	14	+	29690337	29697031	ENSMUSG00000042682
Selm	old symbol	MGI:2149786	11	+	3464684	3467351	ENSMUSG00000075702
Sema3c	current symbol	MGI:107557	5	+	17779814	17935266	ENSMUSG00000028780
Sema3d	current symbol	MGI:1860118	5	+	12433352	12638915	ENSMUSG00000040254
Sema3e	current symbol	MGI:1340034	5	+	14075290	14306703	ENSMUSG00000063531
Sema6a	current symbol	MGI:1203727	18	-	47378321	47504267	ENSMUSG00000019647
Senp5	current symbol	MGI:2443596	16	-	31778490	31822105	ENSMUSG00000022772
Senp6	current symbol	MGI:1922075	9	+	79974185	80052235	ENSMUSG00000034252
Sep15	old symbol	MGI:1927947	3	+	144276188	144303438	ENSMUSG00000037072
Sephs1	current symbol	MGI:1923580	2	+	4886375	4915368	ENSMUSG00000026662
Sepp1	old symbol	MGI:894288	15	+	3300249	3309992	ENSMUSG00000064373
Sepsecs	current symbol	MGI:1098791	5	-	52797429	52827050	ENSMUSG00000029173
Sept1	old symbol	MGI:1858916	7	-	126813619	126832302	ENSMUSG00000000486
Sept11	old symbol	MGI:1277214	5	+	93241296	93324306	ENSMUSG00000058013
Sept8	old symbol	MGI:894310	11	+	53410224	53440432	ENSMUSG00000018398
Sepw1	old symbol	MGI:1100878	7	-	15651133	15656296	ENSMUSG00000041571
Serbp1	current symbol	MGI:1914120	6	+	67243963	67266286	ENSMUSG00000036371
Serf1	current symbol	MGI:1337114	13	+	100244563	100250741	ENSMUSG00000021643
Serf2	current symbol	MGI:1337041	2	+	121279679	121283901	ENSMUSG00000074884
Sergef	current symbol	MGI:1351630	7	-	46092578	46289231	ENSMUSG00000030839
Serinc1	current symbol	MGI:1926228	10	-	57391870	57408573	ENSMUSG00000019877
Serinc2	current symbol	MGI:1919132	4	-	130147289	130172993	ENSMUSG00000023232
Serinc3	current symbol	MGI:1349457	2	-	163466577	163487767	ENSMUSG00000017707
Serp1	current symbol	MGI:92638	3	-	58429390	58433305	ENSMUSG00000027808
Serpinb1b	current symbol	MGI:2445361	13	+	33262558	33278363	ENSMUSG00000051029
Serpinb1b	rat symbol	MGI:2445363	13	-	33065417	33082194	ENSMUSG00000079049
Serpinb8	current symbol	MGI:894657	1	+	107517668	107536708	ENSMUSG00000026315
Serpine2	current symbol	MGI:101780	1	-	79772038	79836382	ENSMUSG00000026249
Serpinf1	current symbol	MGI:108080	11	-	75300855	75313449	ENSMUSG00000000753
Serping1	current symbol	MGI:894696	2	-	84595731	84605788	ENSMUSG00000023224
Sertad2	current symbol	MGI:1931026	11	+	20493253	20603021	ENSMUSG00000049800
Sertad4	current symbol	MGI:2443496	1	-	192526796	192538060	ENSMUSG00000016262
Sesn1	current symbol	MGI:2155278	10	+	41686570	41784432	ENSMUSG00000038332
Set	current symbol	MGI:1860267	2	+	29952074	29962589	ENSMUSG00000054766
Setbp1	current symbol	MGI:1933199	18	-	78793595	79152606	ENSMUSG00000024548
Setd2	current symbol	MGI:1918177	9	+	110361665	110447701	ENSMUSG00000044791
Setd3	current symbol	MGI:1289184	12	-	108072690	108145573	ENSMUSG00000056770
Setd5	current symbol	MGI:1920145	6	+	113054326	113130393	ENSMUSG00000034269
Setd7	current symbol	MGI:1920501	3	-	51422740	51468300	ENSMUSG00000037111
Setd8	old symbol	MGI:1915206	5	+	124577993	124600371	ENSMUSG00000049327
Setdb2	current symbol	MGI:2685139	14	-	59639458	59678329	ENSMUSG00000071350
Sf1	synonym	MGI:1346833	2	-	38582668	38604554	ENSMUSG00000026751
Sf1	current symbol	MGI:1095403	19	+	6413952	6428060	ENSMUSG00000024949
Sf3a1	current symbol	MGI:1914715	11	+	4110354	4132541	ENSMUSG00000002129
Sf3a3	current symbol	MGI:1922312	4	+	124608569	124626253	ENSMUSG00000028902
Sf3b1	current symbol	MGI:1932339	1	-	55024328	55066640	ENSMUSG00000025982
Sf3b1	synonym	MGI:2441856	19	-	5323960	5345483	ENSMUSG00000024853
Sf3b2	current symbol	MGI:2441856	19	-	5323960	5345483	ENSMUSG00000024853
Sf3b5	current symbol	MGI:1913375	10	+	12884194	12884927	ENSMUSG00000078348
Sfpq	current symbol	MGI:1918764	4	+	126915117	126930806	ENSMUSG00000028820
Sfrp1	current symbol	MGI:892014	8	+	23901518	23939648	ENSMUSG00000031548
Sfswap	current symbol	MGI:101760	5	+	129578286	129648448	ENSMUSG00000029439
Sft2d2	current symbol	MGI:1917362	1	-	165001906	165022007	ENSMUSG00000040848
Sfxn1	current symbol	MGI:2137677	13	+	54225888	54262361	ENSMUSG00000021474
Sfxn3	current symbol	MGI:2137679	19	+	45035942	45044822	ENSMUSG00000025212
Sgcb	current symbol	MGI:1346523	5	-	73790092	73805080	ENSMUSG00000029156
Sgce	current symbol	MGI:1329042	6	-	4674350	4747180	ENSMUSG00000004631
Sgk1	current symbol	MGI:1340062	10	+	21758083	21875802	ENSMUSG00000019970
Sgk3	current symbol	MGI:2182368	1	+	9868332	9971070	ENSMUSG00000025915
Sgol1	old symbol	MGI:1919665	17	-	53981814	53996361	ENSMUSG00000023940
Sgol2	old symbol	MGI:1098767	1	+	58035130	58065058	ENSMUSG00000026039
Sgol2	human synonym	MGI:3644562	8	-	64377728	64405204	ENSMUSG00000094443
Sgpl1	current symbol	MGI:1261415	10	-	60934421	60983463	ENSMUSG00000020097
Sgpp1	current symbol	MGI:2135760	12	-	75761023	75782503	ENSMUSG00000021054
Sgsh	current symbol	MGI:1350341	11	-	119234315	119246336	ENSMUSG00000005043
Sgsm2	current symbol	MGI:2144695	11	-	74740087	74787886	ENSMUSG00000038351
Sh2b2	current symbol	MGI:1345171	5	-	136247001	136275410	ENSMUSG00000005057
Sh2b3	current symbol	MGI:893598	5	-	121953551	121975709	ENSMUSG00000042594
Sh2d3c	current symbol	MGI:1351631	2	+	32611072	32645008	ENSMUSG00000059013
Sh3bgr	current symbol	MGI:1354740	16	+	96001670	96030133	ENSMUSG00000040666
Sh3bgr	human synonym	MGI:1930849	X	+	108139013	108206073	ENSMUSG00000031246
Sh3bgrl	current symbol	MGI:1930849	X	+	108139013	108206073	ENSMUSG00000031246
Sh3bgrl3	current symbol	MGI:1920973	4	-	133854717	133856044	ENSMUSG00000028843
Sh3bp5	current symbol	MGI:1344391	14	-	31094571	31158056	ENSMUSG00000021892
Sh3glb1	current symbol	MGI:1859730	3	-	144389439	144426096	ENSMUSG00000037062
Sh3glb2	current symbol	MGI:2385131	2	-	30234821	30249349	ENSMUSG00000026860
Sh3kbp1	current symbol	MGI:1889583	X	+	158409888	158758916	ENSMUSG00000040990
Sh3pxd2a	current symbol	MGI:1298393	19	-	47248613	47452840	ENSMUSG00000053617
Sh3rf3	current symbol	MGI:2444637	10	+	58649181	58974738	ENSMUSG00000037990
Sh3yl1	current symbol	MGI:1346118	12	+	30961667	31010161	ENSMUSG00000020669
Sharpin	current symbol	MGI:1913331	15	-	76231240	76235310	ENSMUSG00000022552
Shc2	current symbol	MGI:106180	10	-	79453885	79473752	ENSMUSG00000020312
Shcbp1	current symbol	MGI:1338802	8	-	4785976	4829549	ENSMUSG00000022322
Shisa4	current symbol	MGI:1924802	1	-	135298795	135302975	ENSMUSG00000041889
Shisa5	current symbol	MGI:1915044	9	+	108867633	108886845	ENSMUSG00000025647
Shmt1	current symbol	MGI:98299	11	-	60678933	60702091	ENSMUSG00000020534
Shmt2	current symbol	MGI:1277989	10	-	127352992	127358313	ENSMUSG00000025403
Shpk	current symbol	MGI:1921887	11	+	73090286	73115337	ENSMUSG00000005951
Shq1	current symbol	MGI:1919421	6	-	100548772	100648135	ENSMUSG00000035378
Shroom3	current symbol	MGI:1351655	5	+	92831294	93113177	ENSMUSG00000029381
Siae	current symbol	MGI:104803	9	+	37525117	37559554	ENSMUSG00000001942
Sidt2	current symbol	MGI:2446134	9	-	45849155	45866556	ENSMUSG00000034908
Siglecg	current symbol	MGI:2443630	7	+	43057623	43067773	ENSMUSG00000030468
Sike1	current symbol	MGI:1913891	3	+	102903056	102911230	ENSMUSG00000027854
Sil1	current symbol	MGI:1932040	18	-	35399449	35632443	ENSMUSG00000024357
Sin3b	current symbol	MGI:107158	8	+	73449913	73484829	ENSMUSG00000031622
Sipa1	current symbol	MGI:107576	19	-	5701213	5713735	ENSMUSG00000056917
Sipa1l2	current symbol	MGI:2676970	8	-	126144802	126296547	ENSMUSG00000001995
Sirpa	current symbol	MGI:108563	2	+	129434755	129474148	ENSMUSG00000037902
Sirt2	current symbol	MGI:1927664	7	+	28466192	28488086	ENSMUSG00000015149
Sirt3	current symbol	MGI:1927665	7	-	140443579	140462222	ENSMUSG00000025486
Sirt4	current symbol	MGI:1922637	5	-	115616069	115622784	ENSMUSG00000029524
Siva1	current symbol	MGI:1353606	12	+	112611262	112615586	ENSMUSG00000064326
Six1	current symbol	MGI:102780	12	-	73088601	73093486	ENSMUSG00000051367
Ska1	current symbol	MGI:1913718	18	-	74328370	74340889	ENSMUSG00000036223
Ska1	old symbol	MGI:2671517	UN				
Skap2	current symbol	MGI:1889206	6	-	51836145	51989529	ENSMUSG00000059182
Ski	current symbol	MGI:98310	4	-	155238532	155306992	ENSMUSG00000029050
Skiv2l2	old symbol	MGI:1919448	13	-	113004306	113063914	ENSMUSG00000016018
Skp1a	old symbol	MGI:103575	11	+	52122822	52137685	ENSMUSG00000036309
Skp2	current symbol	MGI:1351663	15	-	9112073	9155512	ENSMUSG00000054115
Skp2	human synonym	MGI:1277988	X	-	20818162	20828259	ENSMUSG00000001134
Slbp	current symbol	MGI:108402	5	-	33797399	33809918	ENSMUSG00000004642
Slc11a2	zebrafish symbol	MGI:1345275	1	+	74414354	74425221	ENSMUSG00000026177
Slc11a2	current symbol	MGI:1345279	15	-	100285779	100322090	ENSMUSG00000023030
Slc12a2	current symbol	MGI:101924	18	+	58011750	58079893	ENSMUSG00000024597
Slc12a4	current symbol	MGI:1309465	8	-	106670222	106692729	ENSMUSG00000017765
Slc12a6	current symbol	MGI:2135960	2	+	112096659	112193508	ENSMUSG00000027130
Slc12a7	current symbol	MGI:1342283	13	+	73881213	73964873	ENSMUSG00000017756
Slc12a9	current symbol	MGI:1933532	5	-	137312820	137331859	ENSMUSG00000037344
Slc15a4	current symbol	MGI:2140796	5	-	127672728	127709961	ENSMUSG00000029416
Slc16a11	current symbol	MGI:2663709	11	+	70104717	70107239	ENSMUSG00000040938
Slc16a13	zebrafish symbol	MGI:2663709	11	+	70104717	70107239	ENSMUSG00000040938
Slc16a13	current symbol	MGI:1916559	11	-	70107615	70111890	ENSMUSG00000044367
Slc16a3	current symbol	MGI:1933438	11	+	120839310	120849826	ENSMUSG00000025161
Slc17a5	current symbol	MGI:1924105	9	-	78443770	78495323	ENSMUSG00000049624
Slc19a2	current symbol	MGI:1928761	1	+	164076615	164092954	ENSMUSG00000040918
Slc1a3	current symbol	MGI:99917	15	-	8663608	8740248	ENSMUSG00000005360
Slc1a4	current symbol	MGI:2135601	11	-	20252180	20282713	ENSMUSG00000020142
Slc1a5	current symbol	MGI:105305	7	+	16515265	16532199	ENSMUSG00000001918
Slc1a6	current symbol	MGI:1096331	10	+	78616330	78650599	ENSMUSG00000005357
Slc20a1	current symbol	MGI:108392	2	+	129040684	129053536	ENSMUSG00000027397
Slc20a2	current symbol	MGI:97851	8	+	22966804	23059628	ENSMUSG00000037656
Slc22a15	current symbol	MGI:3607704	3	-	101763092	101831769	ENSMUSG00000033147
Slc23a2	old symbol	MGI:1341903	18	-	35747657	35760297	ENSMUSG00000024354
Slc23a2	current symbol	MGI:1859682	2	-	131894416	131987028	ENSMUSG00000027340
Slc25a11	current symbol	MGI:1915113	11	-	70535022	70538305	ENSMUSG00000014606
Slc25a12	current symbol	MGI:1926080	2	-	71104614	71198125	ENSMUSG00000027010
Slc25a13	current symbol	MGI:1354721	6	-	6041218	6217173	ENSMUSG00000015112
Slc25a20	current symbol	MGI:1928738	9	+	108539335	108561841	ENSMUSG00000032602
Slc25a3	current symbol	MGI:1353498	10	-	90952436	90959902	ENSMUSG00000061904
Slc25a33	current symbol	MGI:1917806	4	-	149828493	149858734	ENSMUSG00000028982
Slc25a35	current symbol	MGI:1919248	11	+	68858954	68863342	ENSMUSG00000018740
Slc25a44	current symbol	MGI:2444391	3	-	88317805	88332446	ENSMUSG00000050144
Slc27a3	current symbol	MGI:1347358	3	-	90292546	90297245	ENSMUSG00000027932
Slc29a2	current symbol	MGI:1345278	19	+	5073888	5082000	ENSMUSG00000024891
Slc29a3	current symbol	MGI:1918529	10	-	60547851	60588573	ENSMUSG00000020100
Slc2a1	current symbol	MGI:95755	4	+	118965942	118994527	ENSMUSG00000028645
Slc2a10	current symbol	MGI:2156687	2	+	165345817	165361837	ENSMUSG00000027661
Slc2a13	current symbol	MGI:2146030	15	-	91151899	91457464	ENSMUSG00000036298
Slc2a6	current symbol	MGI:2443286	2	-	26911375	26918010	ENSMUSG00000036067
Slc2a9	current symbol	MGI:2152844	5	-	38506616	38660486	ENSMUSG00000005107
Slc30a1	current symbol	MGI:1345281	1	+	191638879	191645359	ENSMUSG00000037434
Slc30a4	current symbol	MGI:1345282	2	-	122523153	122544583	ENSMUSG00000005802
Slc30a7	current symbol	MGI:1913750	3	-	115732622	115801055	ENSMUSG00000054414
